Customer ID,Total_Revenue,Total_Orders,Total_Items,Avg_Order_Value,Segment
12676,2843.09,11,1867,258.4627272727273,Mid Value
12677,395.1,2,176,197.55,Low Value
12678,34281.18,21,22372,1632.4371428571428,VIP
12679,1113.02,4,554,278.255,Mid Value
12680,880.81,4,444,220.2025,Mid Value
12681,30868.28,45,17596,685.9617777777778,VIP
12682,24033.91,52,11018,462.19057692307695,VIP
12683,12696.78,21,7683,604.6085714285715,VIP
12684,2283.63,7,1985,326.23285714285714,Mid Value
12685,2863.08,6,1523,477.18,Mid Value
12686,178.28,1,214,178.28,Low Value
12687,2138.91,2,1403,1069.455,Mid Value
12688,4873.8099999999995,1,3028,4873.8099999999995,High Value
12689,1247.61,2,628,623.805,Mid Value
12690,389.01,1,106,389.01,Low Value
12691,1170.4,7,445,167.20000000000002,Mid Value
12692,110.95,1,36,110.95,Low Value
12693,1703.02,7,536,243.28857142857143,Mid Value
12694,1843.35,3,1355,614.4499999999999,Mid Value
12695,1407.1200000000001,7,454,201.0171428571429,Mid Value
12696,851.91,2,564,425.955,Mid Value
12697,957.59,3,508,319.19666666666666,Mid Value
12698,339.75,1,111,339.75,Low Value
12699,638.11,1,373,638.11,Mid Value
12700,4939.99,4,2967,1234.9975,High Value
12701,2446.41,6,1727,407.73499999999996,Mid Value
12702,219.0,1,53,219.0,Low Value
12703,1006.53,4,595,251.6325,Mid Value
12704,2340.84,8,1006,292.605,Mid Value
12705,11762.1,14,7188,840.15,VIP
12707,603.42,1,256,603.42,Mid Value
12708,5314.1,18,2521,295.2277777777778,High Value
12709,31093.34,34,13983,914.51,VIP
12710,1149.02,3,851,383.00666666666666,Mid Value
12711,1339.05,2,770,669.525,Mid Value
12712,7193.66,21,2349,342.5552380952381,High Value
12713,848.55,1,508,848.55,Mid Value
12714,14093.71,12,8774,1174.4758333333332,VIP
12715,353.86,1,197,353.86,Low Value
12716,1053.49,2,708,526.745,Mid Value
12717,1308.91,3,600,436.30333333333334,Mid Value
12718,238.25,1,203,238.25,Low Value
12719,644.95,2,374,322.475,Mid Value
12720,8260.67,30,6317,275.35566666666665,High Value
12721,4013.08,8,2655,501.635,High Value
12722,997.63,4,566,249.4075,Mid Value
12723,725.07,5,434,145.014,Mid Value
12724,2317.52,7,1379,331.07428571428574,Mid Value
12725,2694.56,4,1306,673.64,Mid Value
12726,4014.6,11,4618,364.96363636363634,High Value
12727,5679.53,10,2832,567.953,High Value
12728,1070.17,5,543,214.03400000000002,Mid Value
12729,453.01,1,233,453.01,Low Value
12730,829.25,1,234,829.25,Mid Value
12731,25775.71,17,11641,1516.2182352941177,VIP
12732,236.26000000000002,1,111,236.26000000000002,Low Value
12733,2424.87,4,896,606.2175,Mid Value
12734,639.65,3,265,213.21666666666667,Mid Value
12735,779.5699999999999,2,368,389.78499999999997,Mid Value
12736,234.0,1,173,234.0,Low Value
12737,3710.5,2,2,1855.25,High Value
12738,310.7,1,296,310.7,Low Value
12739,2726.73,4,951,681.6825,Mid Value
12740,427.6,1,342,427.6,Low Value
12741,406.07,2,214,203.035,Low Value
12742,1201.52,1,1359,1201.52,Mid Value
12743,546.43,2,319,273.215,Mid Value
12744,25317.06,11,6994,2301.550909090909,VIP
12745,925.41,3,468,308.46999999999997,Mid Value
12746,254.55,1,97,254.55,Low Value
12747,9276.539999999999,26,2758,356.78999999999996,High Value
12748,56599.39,336,39108,168.45056547619046,VIP
12749,6897.36,9,2360,766.3733333333333,High Value
12750,275.88,1,137,275.88,Low Value
12751,268.27,1,189,268.27,Low Value
12752,4366.78,1,2262,4366.78,High Value
12753,21429.39,6,11421,3571.565,VIP
12754,3010.74,3,6481,1003.5799999999999,High Value
12755,9030.66,11,3781,820.9690909090909,High Value
12756,112.07999999999998,1,144,112.07999999999998,Low Value
12757,7857.1,13,2402,604.3923076923077,High Value
12758,9903.24,7,6155,1414.7485714285715,High Value
12759,5020.74,8,3202,627.5925,High Value
12760,347.8,1,198,347.8,Low Value
12761,782.95,2,281,391.475,Mid Value
12762,1898.52,2,1227,949.26,Mid Value
12763,814.16,2,512,407.08,Mid Value
12764,1693.88,1,386,1693.88,Mid Value
12765,1404.58,6,1009,234.09666666666666,Mid Value
12766,10068.28,9,5446,1118.697777777778,VIP
12767,949.82,1,598,949.82,Mid Value
12768,168.69000000000003,1,102,168.69000000000003,Low Value
12769,1143.6,1,356,1143.6,Mid Value
12770,3246.45,2,1843,1623.225,High Value
12771,282.3,1,104,282.3,Low Value
12772,892.47,1,556,892.47,Mid Value
12773,124.25,1,109,124.25,Low Value
12774,98.7,1,53,98.7,Low Value
12775,1686.12,7,1083,240.8742857142857,Mid Value
12776,55.5,1,46,55.5,Low Value
12777,519.45,1,458,519.45,Mid Value
12778,1775.68,9,1735,197.29777777777778,Mid Value
12779,6722.2699999999995,14,3641,480.16214285714284,High Value
12780,337.4,1,285,337.4,Low Value
12781,826.74,2,671,413.37,Mid Value
12782,4618.24,11,2017,419.84,High Value
12783,2225.91,6,624,370.98499999999996,Mid Value
12784,1804.75,3,882,601.5833333333334,Mid Value
12785,1100.4,3,453,366.8,Mid Value
12786,728.5,1,324,728.5,Mid Value
12787,862.18,4,510,215.545,Mid Value
12788,444.9,4,194,111.225,Low Value
12789,273.35,3,36,91.11666666666667,Low Value
12790,591.85,2,306,295.925,Mid Value
12791,1056.1100000000001,6,450,176.01833333333335,Mid Value
12792,827.01,2,394,413.505,Mid Value
12793,1017.33,3,526,339.11,Mid Value
12794,860.41,2,592,430.205,Mid Value
12795,430.48,1,68,430.48,Low Value
12796,381.0,1,182,381.0,Low Value
12797,806.11,2,333,403.055,Mid Value
12798,8510.93,4,8455,2127.7325,High Value
12799,219.35,1,137,219.35,Low Value
12800,584.25,3,284,194.75,Mid Value
12801,1071.82,1,505,1071.82,Mid Value
12802,2416.42,7,1972,345.20285714285717,Mid Value
12803,1092.81,1,872,1092.81,Mid Value
12804,327.02,2,271,163.51,Low Value
12805,1434.95,4,593,358.7375,Mid Value
12806,2878.96,4,2087,719.74,Mid Value
12807,330.35,1,145,330.35,Low Value
12808,906.1,5,375,181.22,Mid Value
12809,1755.94,3,518,585.3133333333334,Mid Value
12810,534.99,2,389,267.495,Mid Value
12811,1033.9,5,435,206.78000000000003,Mid Value
12812,229.64000000000001,1,164,229.64000000000001,Low Value
12813,1687.8,3,1141,562.6,Mid Value
12814,125.92,1,49,125.92,Low Value
12815,1063.46,2,379,531.73,Mid Value
12816,572.2,2,128,286.1,Mid Value
12817,690.98,3,219,230.32666666666668,Mid Value
12818,1542.08,1,929,1542.08,Mid Value
12819,540.52,1,344,540.52,Mid Value
12820,2689.52,11,1964,244.50181818181818,Mid Value
12821,220.8,2,162,110.4,Low Value
12822,948.88,2,550,474.44,Mid Value
12823,6501.5,18,930,361.19444444444446,High Value
12824,397.12,1,232,397.12,Low Value
12825,518.63,2,139,259.315,Mid Value
12826,2955.75,12,1995,246.3125,Mid Value
12827,430.15000000000003,3,197,143.38333333333335,Low Value
12828,1018.71,6,494,169.785,Mid Value
12829,385.3,3,550,128.43333333333334,Low Value
12830,6814.64,6,9848,1135.7733333333333,High Value
12831,451.11,3,303,150.37,Low Value
12832,383.03,2,195,191.515,Low Value
12833,417.38,1,156,417.38,Low Value
12834,312.38,1,110,312.38,Low Value
12835,6043.31,41,2357,147.3978048780488,High Value
12836,6585.62,15,2236,439.04133333333334,High Value
12837,688.41,2,209,344.205,Mid Value
12838,3398.48,10,1845,339.848,High Value
12839,10071.73,26,6849,387.37423076923073,VIP
12840,4041.97,7,2258,577.4242857142857,High Value
12841,7540.68,40,5414,188.517,High Value
12842,1917.99,4,887,479.4975,Mid Value
12843,6588.41,30,3031,219.61366666666666,High Value
12844,648.6,4,223,162.15,Mid Value
12845,354.09,4,204,88.5225,Low Value
12846,15.58,1,1,15.58,Low Value
12847,1636.8999999999999,2,1533,818.4499999999999,Mid Value
12848,208.0,1,58,208.0,Low Value
12849,3090.56,6,1882,515.0933333333334,High Value
12850,330.0,1,200,330.0,Low Value
12851,284.13,2,160,142.065,Low Value
12852,311.55,1,149,311.55,Low Value
12853,3907.5,11,1668,355.22727272727275,High Value
12854,2994.02,7,1635,427.71714285714285,Mid Value
12855,650.9399999999999,4,270,162.73499999999999,Mid Value
12856,2179.93,6,1079,363.32166666666666,Mid Value
12857,3688.0,6,1420,614.6666666666666,High Value
12858,177.92,1,63,177.92,Low Value
12859,575.1,1,292,575.1,Mid Value
12860,55.47,1,27,55.47,Low Value
12861,68.25,1,27,68.25,Low Value
12862,1008.3199999999999,2,613,504.15999999999997,Mid Value
12863,2792.5499999999997,6,895,465.42499999999995,Mid Value
12864,299.57,2,447,149.785,Low Value
12865,3323.47,4,1973,830.8675,High Value
12866,1227.35,3,553,409.1166666666666,Mid Value
12867,7913.29,13,7939,608.7146153846154,High Value
12868,2247.06,8,1282,280.8825,Mid Value
12869,337.66999999999996,1,144,337.66999999999996,Low Value
12870,1676.95,3,906,558.9833333333333,Mid Value
12871,744.02,3,484,248.00666666666666,Mid Value
12872,3685.4900000000002,12,1855,307.12416666666667,High Value
12873,2027.3,3,786,675.7666666666667,Mid Value
12874,948.42,2,623,474.21,Mid Value
12875,1356.99,5,5187,271.398,Mid Value
12876,4081.79,4,3047,1020.4475,High Value
12877,2955.17,20,2262,147.7585,Mid Value
12878,854.99,2,547,427.495,Mid Value
12879,573.22,3,370,191.07333333333335,Mid Value
12880,640.13,2,279,320.065,Mid Value
12881,298.0,1,21,298.0,Low Value
12882,1463.04,2,246,731.52,Mid Value
12883,703.47,4,196,175.8675,Mid Value
12884,309.05,1,43,309.05,Low Value
12885,1175.22,3,655,391.74,Mid Value
12886,1378.4,2,770,689.2,Mid Value
12887,222.4,1,100,222.4,Low Value
12888,354.12,2,76,177.06,Low Value
12889,385.46000000000004,4,124,96.36500000000001,Low Value
12890,717.27,2,466,358.635,Mid Value
12891,840.5,11,2325,76.4090909090909,Mid Value
12892,263.38,1,140,263.38,Low Value
12893,188.14,1,96,188.14,Low Value
12894,157.35,1,33,157.35,Low Value
12895,372.8,2,210,186.4,Low Value
12897,514.25,4,249,128.5625,Mid Value
12898,310.96000000000004,2,240,155.48000000000002,Low Value
12899,366.4,1,108,366.4,Low Value
12900,340.33,1,139,340.33,Low Value
12901,17654.54,28,23075,630.5192857142857,VIP
12902,138.68,1,66,138.68,Low Value
12903,833.53,1,493,833.53,Mid Value
12904,509.58,2,302,254.79,Mid Value
12905,1018.42,2,532,509.21,Mid Value
12906,2919.81,5,1749,583.962,Mid Value
12907,508.91,2,177,254.455,Mid Value
12908,1776.0,5,3000,355.2,Mid Value
12909,3103.19,8,1948,387.89875,High Value
12910,5796.52,13,3632,445.8861538461539,High Value
12911,1680.47,1,820,1680.47,Mid Value
12912,1662.3,5,670,332.46,Mid Value
12913,6700.860000000001,13,3232,515.4507692307693,High Value
12914,223.98,1,336,223.98,Low Value
12915,1174.75,4,452,293.6875,Mid Value
12916,4654.0199999999995,7,1774,664.8599999999999,High Value
12917,4359.2,6,1104,726.5333333333333,High Value
12918,10953.5,1,1,10953.5,VIP
12919,1335.19,6,673,222.53166666666667,Mid Value
12920,488.09000000000003,4,421,122.02250000000001,Low Value
12921,35921.04,74,21708,485.41945945945946,VIP
12922,405.38,1,370,405.38,Low Value
12923,789.87,3,237,263.29,Mid Value
12924,2469.4,12,1423,205.78333333333333,Mid Value
12925,729.3299999999999,3,649,243.10999999999999,Mid Value
12926,1548.46,4,766,387.115,Mid Value
12927,197.31,1,145,197.31,Low Value
12928,4304.89,12,2899,358.74083333333334,High Value
12929,117.85,1,37,117.85,Low Value
12930,415.8,2,252,207.9,Low Value
12931,92347.34,57,62906,1620.1287719298246,VIP
12932,1698.56,8,1609,212.32,Mid Value
12933,1687.03,8,959,210.87875,Mid Value
12934,181.65,1,31,181.65,Low Value
12935,4243.86,15,3201,282.924,High Value
12936,1063.9,4,559,265.975,Mid Value
12937,3097.61,9,1983,344.1788888888889,High Value
12938,114.14,1,140,114.14,Low Value
12939,25264.8,20,10328,1263.24,VIP
12940,913.54,2,411,456.77,Mid Value
12941,377.49,1,381,377.49,Low Value
12942,942.65,3,272,314.21666666666664,Mid Value
12943,496.5,2,222,248.25,Low Value
12944,604.51,2,289,302.255,Mid Value
12945,900.11,2,446,450.055,Mid Value
12946,324.45,1,149,324.45,Low Value
12947,1908.03,6,1349,318.005,Mid Value
12948,2317.43,9,1304,257.4922222222222,Mid Value
12949,15526.7,22,8233,705.7590909090909,VIP
12950,1843.0,3,1380,614.3333333333334,Mid Value
12951,3213.7200000000003,15,1662,214.24800000000002,High Value
12952,1387.79,4,653,346.9475,Mid Value
